,AUD,BRL,CAD,CHF,CLP,CNH,COP,CZK,EUR,GBP,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SEK,TRY,ZAR
1999-05-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-25,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-26,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-27,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-28,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-03,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-04,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-07,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-10,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-11,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-14,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-17,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-18,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-21,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-25,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-28,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-06,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-07,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-12,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-13,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-14,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-19,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-20,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-21,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-26,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-27,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-28,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-30,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-03,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-04,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-05,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-06,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-10,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-11,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-12,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-13,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-17,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-18,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-19,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-20,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-25,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-26,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-27,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-31,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-03,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-07,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-10,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-13,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-14,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-17,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-20,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-21,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-27,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-28,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-04,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-05,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-06,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-07,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-12,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-13,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-14,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-18,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-19,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-20,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-21,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-25,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-26,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-27,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-28,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-03,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-04,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-10,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-12,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-17,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-18,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-19,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-26,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-30,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-01,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-02,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-03,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-06,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-07,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-08,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-09,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-10,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-13,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-14,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-15,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-16,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-17,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-20,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-21,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-22,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-23,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-24,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-29,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-30,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-04,0.17263246568217291,1.5225070969209036,0.21745355541869812,-0.1364391962390443,0.8759860927210094,,2.139664472733584,1.4940099605089898,0.09804306492744236,-0.06366121107785826,1.4433696216554261,,0.18216000764012527,3.348765055347954,-0.36443786764517117,,0.6771665548376797,-0.14990426459477388,0.33780103248513177,1.3692926232292877,3.963870917682801,-0.10014546776006633,1.6559218559006714,1.3794000716023622
2000-01-05,0.17306162581631454,1.5075517212433789,0.2203549131840394,-0.13918286784315145,0.8766298201628607,,2.142140696358598,1.4814996710120059,0.09438330057329931,-0.06580462705189462,1.436510830730734,,0.1856292230428353,3.3487287774732986,-0.3589836054543547,,0.6980844092623251,-0.1494182790192031,0.3441312241241003,1.37039688025744,3.9187503628453078,-0.10135455404915537,1.656939873359468,1.3636369925720002
2000-01-06,0.17687777611552777,1.5116198964351468,0.2236273774999491,-0.1395885920895911,0.866346135814583,,2.1322485356721814,1.4760268085746187,0.09305983841043454,-0.07064405789842994,1.4340873670396914,,0.18575855810869954,3.3472278138640865,-0.3504277890496227,,0.6984749778118119,-0.15035017400462142,0.35079849473449104,1.3428171533726012,3.9557542314450393,-0.10146480386067779,1.655921621800015,1.363827141513171
2000-01-07,0.17624784364831464,1.4932235984368076,0.22376222790544173,-0.13354253713357514,0.8518118056283703,,2.1273113607617846,1.476662513937519,0.09943700733348719,-0.06508822842887138,1.4482408012835795,,0.1824980491785666,3.3467380540431,-0.34922455045545137,,0.6861084521833124,-0.1449573473291522,0.34883983984282974,1.3419663633652885,3.9557502426986733,-0.09357641426496467,1.6693305721147897,1.3549255586507076
2000-01-10,0.1745396667680785,1.4748001903887262,0.2218447767400421,-0.13058363080973512,0.843375174847443,,2.124016853951668,1.480521608934844,0.10206124658183914,-0.06470495711283702,1.4548963529983063,,0.1734621123203839,3.346792668769225,-0.34979845042480395,,0.6767710846216155,-0.14146710422040454,0.3473666298416241,1.3393554315347276,4.0812175122739385,-0.09093027473063238,1.67649038666758,1.366358143259801
2000-01-11,0.17303779967229402,1.4856935351914482,0.223312134624649,-0.1331312430323062,0.8501167280382764,,2.1330349082137685,1.468681836274818,0.09845120145607549,-0.07028657111144977,1.4470689659923195,,0.17262413643204025,3.3507912134325157,-0.34722174972615555,,0.6814486114907681,-0.14485932033102403,0.3484317229831935,1.3413988135095976,4.171726531395257,-0.09477175627004096,1.6718073646975076,1.3673207368018556
2000-01-12,0.1703637133741276,1.4945873160648058,0.22246137301550375,-0.13085155972935986,0.8432872878909958,,2.13225245565309,1.4806362616384248,0.10125958939834286,-0.06973456572496117,1.453384812606001,,0.1761591412703708,3.3507784333580344,-0.3467619943120283,,0.6921909801613191,-0.14328277556459557,0.3446967142937429,1.3362211243143745,4.18949852283786,-0.09206896452163152,1.6762292572890212,1.3599661530407863
2000-01-13,0.15659765167726775,1.4720301572868957,0.2177265713655123,-0.12937394547539557,0.8319471233170066,,2.1528383433619793,1.4847277843591675,0.10127123968100438,-0.07135760516336097,1.45472314188222,,0.17409568294478503,3.348286811009215,-0.344665946226434,,0.6871212171369959,-0.14890040781598773,0.33040496085862403,1.3373854700433165,4.172335456096313,-0.09383318378814166,1.678750760200333,1.3564673852191698
2000-01-14,0.15590383237112354,1.4611162017162054,0.2180432812348716,-0.11528300012368944,0.8291396986972461,,2.1601554146541915,1.5156897043647697,0.11744998443614295,-0.06358136852941063,1.4905227780969819,,0.17532006027601607,3.3482280807554057,-0.3456671148205467,,0.6764749121615845,-0.14226271266172758,0.33677127139097107,1.3448226772415046,4.16063051259666,-0.08771946847222839,1.7004637704069858,1.3628427478575067
2000-01-18,0.16058953635049372,1.4454421464446896,0.21688528986519726,-0.11423209656990566,0.8287526394758046,,2.1815325955477936,1.5185080673975606,0.11907429731626155,-0.06488989735224415,1.495175383442447,,0.16125135485012676,3.3517833234330383,-0.3489748420487449,,0.6760806924640516,-0.14038506650962243,0.34722090124166416,1.3491138560188627,4.166925254638443,-0.08722215796376034,1.707433596600609,1.3685262210558995
2000-01-19,0.16190650004662654,1.4434005463377357,0.21838557550266513,-0.11365411774840796,0.8323601893313541,,2.1930338871956323,1.5240349545637994,0.12015027675978536,-0.06645509144646855,1.4963326159328278,,0.16715905437363823,3.3547876798214276,-0.3474097768001756,,0.6693121105588493,-0.14217083806186212,0.35423121838889676,1.3454463595068806,4.1542920238315695,-0.08612102516445122,1.7093859211927216,1.3761537380391367
2000-01-20,0.15509368186144104,1.4324483530026049,0.21430411445205225,-0.11413474115918709,0.8412341641180404,,2.1766735282825134,1.526649500551542,0.12051772500475158,-0.07085322914942709,1.4994188081386794,,0.1673745808821838,3.3532196119898496,-0.349233318950938,,0.6684166453686443,-0.14219855831756958,0.3565296660469945,1.3428470383950166,4.153385344286046,-0.08721414478300038,1.7106250604403987,1.3741632795454428
2000-01-21,0.16281660643335016,1.4181715453988835,0.2120946416147933,-0.1125110693971274,0.836918094553686,,2.18480087492948,1.5279491118181336,0.12343151936494169,-0.07226399701305039,1.5056952798910186,,0.17151204038424014,3.3542289884547825,-0.35279496169064706,,0.6758869373781684,-0.14102666742596495,0.36168794369527474,1.3463039573151743,4.149787676536361,-0.08388618628998432,1.7203456250595852,1.3853774149183355
2000-01-24,0.17782590916129898,1.4174741473740506,0.21048945526649057,-0.10725573737836805,0.8273848458863009,,2.1930484552665095,1.5324385766868165,0.12864626982193655,-0.0730820477276561,1.5183959370537934,,0.16404598866414724,3.3582533681723103,-0.3481692429835702,,0.6842373435666752,-0.13958286394315025,0.37445403292896945,1.3531182425250188,4.144817647188361,-0.08185518697174868,1.7282201712054577,1.39684160046765
2000-01-25,0.1783392193472619,1.4235567541444405,0.20833036460499732,-0.11038047145905883,0.8334397673411692,,2.2012900672182667,1.5225573040415503,0.12396259370240247,-0.07156579253783688,1.5084258534882995,,0.16835625990345518,3.3557271894146354,-0.3468190691110603,,0.6941566709950753,-0.14097950188128286,0.37369438022987717,1.3763927530155977,4.151591142076634,-0.08710527100795591,1.7277279423780794,1.3956251162202775
2000-01-26,0.18528452404179754,1.4256132786939966,0.2076071157188615,-0.10663519469705997,0.8320294655787341,,2.2317249468013185,1.528664836219909,0.12981667659340884,-0.06651858587438761,1.5214351447688614,,0.16649472112982974,3.3577581843206428,-0.3462866815124459,,0.6879190421955554,-0.13533051829511056,0.3749149948801032,1.3729923459972433,4.163775044139148,-0.0817686457574736,1.7319558895226157,1.3997873504958154
2000-01-27,0.17780200836862714,1.427040686699724,0.20386736466553695,-0.09441214380093176,0.8348285434172176,,2.2506261569152586,1.553610003136771,0.1445976757503817,-0.0646931133296928,1.555752990572456,,0.16485709184243014,3.3542291971163536,-0.3519935932801987,,0.6871196680761814,-0.12567326190243097,0.37392189253090474,1.387966019241371,4.158365477709049,-0.07110675898257574,1.7495202454327217,1.4167140972390335
2000-01-28,0.20001669690478924,1.4467655440403804,0.21029345553938183,-0.08720084430932093,0.8351879289347295,,2.230057576342688,1.5796963319105333,0.15442871110767276,-0.05439503402314234,1.5777970074378924,,0.16590744977815425,3.35825592088013,-0.34781414725110255,,0.69919718054298,-0.11898850696775913,0.41813838325697883,1.4108810197255173,4.168770956749678,-0.060110352936918764,1.7670867506550065,1.4721303109337347
2000-01-31,0.20896224117356882,1.433830419543067,0.21652190865728882,-0.08828267745711299,0.836641839172219,,2.250631626089289,1.5951409905629854,0.15621934888567998,-0.05522709098078331,1.5822808422205257,,0.16663364307198075,3.3607266457324756,-0.3393372831588451,,0.7096366742265746,-0.1135732133770794,0.4072527610831133,1.4195701065175617,4.168750550883588,-0.053897388327682566,1.7683634769072292,1.4554163512790799
2000-02-01,0.21615370174034712,1.4406166542356171,0.215135538122737,-0.082932577410127,0.838234989150299,,2.235854191552011,1.6068959896081283,0.16274992114623305,-0.05171332587628809,1.5979358567950004,,0.163087257465327,3.355741797682,-0.3341112441690915,,0.7036521061674238,-0.1115909217024938,0.41873187938226675,1.436812236980034,4.156088418600581,-0.054643900277969726,1.776768477201118,1.446264578383988
2000-02-02,0.21132972910857561,1.435203250640148,0.2149429786550922,-0.0809376221693014,0.8315851806904117,,2.2345262462853013,1.6062343278463203,0.16362042841377475,-0.04523714428200577,1.5987707519669982,,0.16102656529477904,3.355776320341447,-0.3308894705227107,,0.6987394114278661,-0.1152987967993558,0.4224721877645991,1.431347224082649,4.183254529827307,-0.058487559134457155,1.779179765786217,1.4470426709711872
2000-02-03,0.20953252612374113,1.4338685716106934,0.20968942106150235,-0.09428490287906854,0.8259987148519504,,2.19845315633034,1.5736698045340383,0.14943646692671309,-0.04444293681015608,1.568540677476257,,0.15547296748175107,3.3587137526096633,-0.33229251526145853,,0.6842616726682712,-0.12216737161928834,0.40124748676613736,1.4138019570087736,4.196288148145616,-0.07116744633592723,1.7680875537445784,1.4330402374785107
2000-02-04,0.21998318228105584,1.4119569050419394,0.2124561826834938,-0.08958926255225422,0.8287914563419128,,2.213578445351618,1.5798084390218146,0.15456369751639348,-0.03593742661907738,1.5801825014229198,,0.15985261760639347,3.358209238374041,-0.3376358222847035,,0.6831281551800811,-0.11620825768892659,0.412962554615204,1.3977129534282127,4.19677534807166,-0.07065506657693021,1.7784187433412786,1.446659754959198
2000-02-07,0.21559227446906956,1.4126658642080627,0.2136395685910378,-0.08943046117591869,0.82489323593233,,2.2053567963768375,1.5815066108318172,0.15640150302568723,-0.03677545542307638,1.584761891797466,,0.16122222977311657,3.3592129893415645,-0.331062717206768,,0.6751610594619626,-0.11469708291412345,0.40961809916041275,1.4037283117387638,4.185444914656971,-0.06808759726226858,1.782714095111671,1.4477333406357982
2000-02-08,0.2158356717923313,1.4079342045217407,0.21430928655034762,-0.09557681007447646,0.8255994973120979,,2.203783572834062,1.5578374608745138,0.14683701759101098,-0.0494611573814479,1.5636019054297696,,0.16066158659315202,3.357288242566091,-0.3244976390370974,,0.6686556824182085,-0.12193744034620962,0.4115261860889904,1.3813442490685153,4.188611210715171,-0.07615009394610756,1.774530006674006,1.4471309313524354
2000-02-09,0.2142237990335521,1.411956589724597,0.212261984459123,-0.09831484435265515,0.8241637141609044,,2.2054212017153967,1.5450765302499654,0.14278847091863225,-0.04925510437889147,1.5553120884627754,,0.1609570882999616,3.3608039958791696,-0.3262478524635145,,0.6677138785535073,-0.12503631220518402,0.4146512976343436,1.3833669738107095,4.175967331418809,-0.07747320806765143,1.771559205953488,1.4554903643378467
2000-02-10,0.220292531506151,1.4093222064852533,0.21685907044035252,-0.09634923485069044,0.8295287131812675,,2.2053810254571347,1.5612213758145774,0.14798304826266265,-0.046321774169171555,1.567554921482818,,0.16004676346450972,3.3532435616218748,-0.3303274326850119,,0.6746402186708439,-0.12249845707979225,0.41040777102085035,1.3850078913751707,4.1787207075179245,-0.0740755014565237,1.779721160904691,1.4646466153140356
2000-02-11,0.22538926150756008,1.4181147102630407,0.2186157614626094,-0.09646893935968301,0.8262661997597901,,2.2054152947809555,1.5574713984539408,0.147950349546839,-0.03979398674716503,1.5682349925302337,,0.16066649227273333,3.3587125052412583,-0.3278836939286072,,0.6733699612662561,-0.12285850690213194,0.4166859314205014,1.386732841737525,4.212135004600862,-0.07602234668031653,1.7866727619147653,1.4762560855215396
2000-02-14,0.22577668993073377,1.4168255040217028,0.22041665569895336,-0.09084856294996095,0.8248991968541982,,2.2086423471491785,1.5707969676651308,0.1542650859491294,-0.036351522519152996,1.5823170573350749,,0.15823165605719494,3.3582626289201967,-0.3291918501568929,,0.6684289280737474,-0.11721804191487865,0.42444889635970107,1.385331146356875,4.185931340701068,-0.06891070242825464,1.7933633317241096,1.473105298789078
2000-02-15,0.22360033401971444,1.4236413568604964,0.22365824720262603,-0.0943761948935738,0.8217472377827959,,2.2078428202190796,1.5644628059146728,0.15020277183423997,-0.04119681416561419,1.5737403031536747,,0.15526958572429175,3.360710002722301,-0.32907627080176177,,0.6665039561948118,-0.11746007348399004,0.4284781134524174,1.3789903435093744,4.184066343496344,-0.06664891814001775,1.7911220765568379,1.4729458217655766
2000-02-16,0.22347133265580668,1.4201697934870003,0.21975349330080898,-0.09575789603361395,0.8185597649300588,,2.1979513088763833,1.5703746724669139,0.14998036962743158,-0.04442370873288573,1.5735888465900565,,0.153539818430968,3.355752413614374,-0.324191696603417,,0.6628935973082762,-0.1168028290283585,0.42402748531688267,1.378172017375662,4.195839882212334,-0.06659178881734742,1.792598148068357,1.4682676316446628
2000-02-17,0.22165059151308159,1.4181222890633627,0.22104226839468671,-0.09766351201838104,0.8135767520757418,,2.198807951689165,1.5624656638969132,0.1472986585816461,-0.04679864296157484,1.5690637470214297,,0.15419768564140932,3.3587533982897204,-0.31899800395852346,,0.6682376420835688,-0.11270054168071367,0.4113510769777139,1.3608909763170334,4.2004000086129185,-0.06542650858218707,1.7901365820806976,1.4584668102212694
2000-02-18,0.22539050647236714,1.4256055822951503,0.21759422914852777,-0.0968407572423141,0.8146367085418438,,2.193073084080727,1.5651560562992584,0.14835408815961384,-0.041175965242023625,1.5741979733654812,,0.15579796147585312,3.362301091751839,-0.316208239708998,,0.661688120081894,-0.11545097540335297,0.4185775985097468,1.3638212733495834,4.205008506595479,-0.06705002595106528,1.8014607176033155,1.4599358100332762
2000-02-22,0.23108354360027705,1.4358547590503898,0.2273784145708181,-0.11470563484054176,0.8039366048557559,,2.1926173581339437,1.509079058395566,0.12340816166270276,-0.051712428189619096,1.5347298834145573,,0.15611685322399932,3.358241182865108,-0.31712692096249995,,0.6756955499255554,-0.1280204436536725,0.4206734785643164,1.3433818834615092,4.21484014730245,-0.08415634236481111,1.7777627963541098,1.457058469032766
2000-02-23,0.2411285708854965,1.4331772123140372,0.22891980143339374,-0.10977760535246495,0.7997589527968456,,2.1979858564493635,1.5126603071225098,0.12696427852492512,-0.045820422890943374,1.534509577660148,,0.1544167799955342,3.3582221532580645,-0.3143433939562638,,0.6702303781731204,-0.12603958921747557,0.43136778261917086,1.3419573371246807,4.201285341268466,-0.07883727612159748,1.7831656618656406,1.4566699592500547
2000-02-24,0.2523588091988769,1.424277277383275,0.22508136560099712,-0.10365245265878151,0.7990144206550973,,2.20047107167392,1.5280887964778247,0.1357080798038056,-0.043753041771278076,1.5484291031917774,,0.15188894588622728,3.3582524725862397,-0.3147472949473405,,0.667181270394714,-0.12284234726083737,0.42900858300710104,1.350020960707217,4.18774383419842,-0.07527060175846986,1.7945284449767192,1.4606510682191507
2000-02-25,0.24933549611298284,1.4194811161668173,0.21910168105559416,-0.08809642296714529,0.7954321212513343,,2.199685970441923,1.5662915368680206,0.1558247767900751,-0.039535858756200734,1.5966738155007876,,0.15624150254527985,3.363238607730668,-0.3152865303232163,,0.6633014523753704,-0.11100556703277167,0.428603835122103,1.383618710651439,4.182308063366755,-0.0642249392619607,1.8220333033943052,1.4542386845988473
2000-02-28,0.25859322372454213,1.4242745094450049,0.21855505354374158,-0.07834322751268573,0.7781155374651836,,2.20128916414517,1.5982839634261412,0.16995645614443022,-0.03683221048429864,1.6279837689333823,,0.154601076048688,3.358798921233419,-0.32735839708656184,,0.6675118406602254,-0.10584912008282585,0.43621719573392814,1.3985147558164306,4.172382910666896,-0.06330269134793423,1.838659943040383,1.477389400656237
2000-02-29,0.2554150069921771,1.412001215063087,0.21827586040351873,-0.07470061982843666,0.7817929839260181,,2.2004911613549316,1.6132390032854063,0.1749547533103112,-0.029945685971765414,1.6393033416419793,,0.1541741744728186,3.360777706616991,-0.3220779260419614,,0.6627925593420745,-0.10084165822464759,0.4350745212453891,1.3936778317681033,4.180480662427849,-0.05668517288490285,1.8455266312821645,1.4687426241473482
2000-03-01,0.272842855142836,1.4038391080501833,0.21704809513104412,-0.07954562661761065,0.7851865080840978,,2.2086660136555833,1.6040449433752555,0.1684606350979601,-0.033535433435495886,1.6215014746912495,,0.14933283654959748,3.3607178629196617,-0.3364515600684752,,0.6627195116892349,-0.1054085041886805,0.44906143321846004,1.3692726608636203,4.164259850751093,-0.06270916731308306,1.8413649989700298,1.4756986388118236
2000-03-02,0.26704516788461014,1.396967407004953,0.21958010546565104,-0.0773863790559319,0.7851883884996296,,2.2235347467967217,1.6111436214649169,0.17062615646851695,-0.030496140271782685,1.6277545877041533,,0.14985690310842745,3.3607733994456734,-0.33535681610445617,,0.6573900150947118,-0.10331541573672869,0.4285921784986507,1.3721047065154672,4.157960412536045,-0.057678687279798316,1.8465506856644323,1.4780213810461649
2000-03-03,0.26708422850985286,1.380613559322586,0.21869410379984117,-0.0730416536382184,0.7835996933695146,,2.228382705151849,1.618742435949332,0.17621877621384194,-0.03158437011932836,1.630074558162952,,0.14887913938117364,3.358245379801558,-0.3361240465662141,,0.6538951162173188,-0.10022188265332592,0.4208699092038648,1.3692662545368823,4.166032705265513,-0.05142253063933703,1.8573943118641791,1.5195454347014614
2000-03-06,0.2814300056050339,1.3806709145903457,0.22108981052558413,-0.07228423031808498,0.7872961220901262,,2.239131908390051,1.6163486463651888,0.1768190068946548,-0.026502127721422346,1.6404193629674142,,0.1423835416645219,3.35875684511416,-0.3359934133019969,,0.6533338573327633,-0.09925445023848192,0.4452066321278292,1.3686697750696333,4.157978995018179,-0.054796756568303094,1.8583952338700878,1.523394018663374
2000-03-07,0.27465535093671145,1.3806374706783464,0.22020632571801702,-0.06901485623661846,0.7961531894112973,,2.2321557539711154,1.6246053114268122,0.18151014438602742,-0.03150430728466359,1.6524936498687999,,0.14181552358745025,3.3567292748952773,-0.34098524705426725,,0.6551729675374625,-0.09569878566883185,0.4414156899834809,1.3807201592885252,4.153831158788622,-0.05327254462114523,1.8640721486322878,1.5336886460355255
2000-03-08,0.2658844136467872,1.3752200867087476,0.22627881848773224,-0.06962063792635453,0.8026020555835761,,2.2234978623409596,1.6249412017736182,0.1818153204661975,-0.032146750283419685,1.6534447939591073,,0.1427692967075202,3.356723250657254,-0.3400105247775183,,0.6439472607870357,-0.09482757449883943,0.43123986653081675,1.380774912120092,4.158819903084161,-0.05033594486020421,1.8673247671464153,1.5235689228804001
2000-03-09,0.2577102939217517,1.3771776222559826,0.22358004152041358,-0.07984317354187462,0.7951039254143696,,2.2234882407611534,1.5973933789358539,0.16737226616590423,-0.031971785677246116,1.6225657187795435,,0.13670204636573235,3.356235721792011,-0.34443519943593576,,0.6471734276699673,-0.10052210902254345,0.4224615565558158,1.3477268607238009,4.151615076667982,-0.05966768097449907,1.8559380331084945,1.489016139010785
